#comment
time[s] TB-x[cm] TB-y[cm] TB-z[cm] TM-x[cm] TM-y[cm] TM-z[cm] TT-x[cm] TT-y[cm] TT-z[cm] UL-x[cm] UL-y[cm] UL-z[cm] LL-x[cm] LL-y[cm] LL-z[cm] JAW-x[cm] JAW-y[cm] JAW-z[cm]
0.605 0.032090543 -2.0642463 -0.018525789 1.5932241 0.82976102 -0.00013114701 4.4804694 -0.24303024 -0.0023288727 6.9387676 0.60051392 -0 6.6387676 -2.0757494 -0 4.3552972 -1.6160559 -0
0.61 0.054447195 -2.0694267 -0.023922455 1.6115072 0.83746858 -0.00058578996 4.4846729 -0.24935169 -0.010402298 6.9388792 0.60767881 -0 6.6388792 -2.0787322 -0 4.3545264 -1.6119588 -0
0.615 0.072704179 -2.0735406 -0.023932178 1.6270055 0.84343744 -0.00030422131 4.4881209 -0.25454179 -0.0054022789 6.9389703 0.61351877 -0 6.6389703 -2.0811656 -0 4.3538969 -1.6086216 -0
0.62 0.087345324 -2.076766 -0.023973566 1.6397084 0.84840464 -0.0010394729 4.4909378 -0.25869145 -0.018458676 6.9390439 0.61822815 -0 6.6390439 -2.0831294 -0 4.3533885 -1.6059318 -0
0.625 0.099187798 -2.0792986 -0.018610461 1.6499648 0.8525318 -0.0010084746 4.4931892 -0.26203742 -0.017908216 6.9391027 0.62198919 -0 6.6391027 -2.0846988 -0 4.352982 -1.6037848 -0
0.63 0.10836678 -2.0813571 -0.018562791 1.6580388 0.85589459 -0.00084649431 4.4950431 -0.26463808 -0.015031815 6.9391537 0.624934 -0 6.6391537 -2.0859746 -0 4.3526643 -1.6021461 -0
0.635 0.11544859 -2.08401 -0.018563424 1.6633243 0.8584531 -0.00084649431 4.4970788 -0.26623591 -0.015031815 6.9392339 0.62694846 -0 6.6392339 -2.0872752 -0 4.3524553 -1.601411 -0
0.64 0.12064328 -2.089166 -0.01857629 1.6642486 0.86002738 -0.00036429724 4.5003261 -0.26620616 -0.0064690908 6.9394127 0.62765478 -0 6.6394127 -2.0891536 -0 4.3524101 -1.602436 -0
0.645 0.12410739 -2.0985979 -0.018581004 1.6592233 0.86063451 -0.00036429724 4.5057798 -0.26391943 -0.0064690908 6.9397561 0.6266748 -0 6.6397561 -2.0921352 -0 4.3525823 -1.6060533 -0
0.65 0.12584456 -2.1131039 -0.023949174 1.6474128 0.86080789 -0.00084649431 4.5140287 -0.25904125 -0.015031815 6.9402999 0.6238331 -0 6.6402999 -2.0965174 -0 4.3529951 -1.6126971 -0
0.655 0.12648087 -2.1324134 -0.024961189 1.6300448 0.85970992 -0.0010084746 4.5251482 -0.25161122 -0.017908216 6.9410416 0.61921272 -0 6.6410416 -2.1023166 -0 4.3536335 -1.6223039 -0
0.66 0.12644103 -2.1553944 -0.01961315 1.6079777 0.85853332 -0.0010084746 4.5387809 -0.24199641 -0.017908216 6.9419484 0.61310867 -0 6.6419484 -2.1093178 -0 4.3544524 -1.6344006 -0
0.665 0.12556129 -2.1804626 -0.0212951 1.5830194 0.85734753 -0.0010394729 4.554284 -0.23077367 -0.018458676 6.9429691 0.60594025 -0 6.6429691 -2.1171656 -0 4.3553905 -1.6482698 -0
0.67 0.12426507 -2.2061175 -0.026674827 1.5568188 0.85626364 -0.0010394729 4.5708791 -0.21860015 -0.018458676 6.944047 0.59816368 -0 6.644047 -2.1254543 -0 4.3563842 -1.6631135 -0
0.675 0.11159057 -2.2290408 -0.026890547 1.5297353 0.85461808 -0.00013114701 4.5876574 -0.20595101 -0.0023288727 6.9451293 0.59020555 -0 6.6451293 -2.1337968 -0 4.3573777 -1.6781785 -0
0.68 0.088731067 -2.2486163 -0.02531915 1.5031764 0.85281171 -4.2534164e-05 4.6039783 -0.19345809 -0.00075531006 6.9461728 0.58242217 -0 6.6461728 -2.1418675 -0 4.3583276 -1.6928335 -0
0.685 0.067280389 -2.2663894 -0.025336273 1.4788283 0.85166214 -4.2534164e-05 4.6194321 -0.18169258 -0.00075531006 6.9471456 0.5750814 -0 6.6471456 -2.1494222 -0 4.3592038 -1.7066044 -0
0.69 0.046948721 -2.2821355 -0.025884001 1.4571725 0.84913367 -4.2534164e-05 4.6332134 -0.17080713 -0.00075531006 6.9480239 0.56834844 -0 6.6480239 -2.1563139 -0 4.3599802 -1.7192017 -0
0.695 0.025337147 -2.2957735 -0.024938595 1.4367346 0.84257723 -4.2534164e-05 4.6436745 -0.16053381 -0.00075531006 6.9487854 0.56227421 -0 6.6487854 -2.1625055 -0 4.3606181 -1.7305436 -0
0.7 -0.001302402 -2.3071553 -0.024951595 1.4166948 0.82677331 -4.2534164e-05 4.6489987 -0.15038092 -0.00075531006 6.9494117 0.55683056 -0 6.6494117 -2.1680357 -0 4.3610766 -1.7406911 -0
0.705 -0.035640201 -2.3160478 -0.024965295 1.3961423 0.79921842 -4.2534164e-05 4.6481605 -0.13990674 -0.00075531006 6.9498945 0.55195834 -0 6.6498945 -2.1729714 -0 4.3613302 -1.7497607 -0
0.71 -0.078655665 -2.3220829 -0.027125386 1.3759688 0.75798079 -9.5895206e-05 4.6413292 -0.12882884 -0.0017028809 6.9502372 0.54759795 -0 6.6502372 -2.1773784 -0 4.361377 -1.7578677 -0
0.715 -0.12921713 -2.3249065 -0.026452874 1.3567248 0.70551721 -3.1900623e-05 4.6297055 -0.11699414 -0.00056648254 6.9504531 0.54370156 -0 6.6504531 -2.1813088 -0 4.3612371 -1.7651047 -0
0.72 -0.18539892 -2.32423 -0.027780704 1.3396778 0.64475779 -3.1900623e-05 4.6150382 -0.10431546 -0.00056648254 6.9505623 0.54023377 -0 6.6505623 -2.1848014 -0 4.3609452 -1.7715401 -0
0.725 -0.24440759 -2.320074 -0.028523327 1.3260925 0.57875153 -0.00020699523 4.5990936 -0.090764071 -0.00056648254 6.9505874 0.53716762 -0 6.6505874 -2.1878856 -0 4.3605433 -1.7772262 -0
0.73 -0.30365624 -2.3127617 -0.029791187 1.3163939 0.51125545 -0.0031575265 4.5832217 -0.076536325 -0.00056648254 6.9505509 0.53447971 -0 6.6505509 -2.1905866 -0 4.360073 -1.7822079 -0
0.735 -0.36089836 -2.3029116 -0.031448055 1.3105853 0.44515399 -0.011619122 4.5684356 -0.061699962 -0.00056648254 6.9504731 0.53214664 -0 6.6504731 -2.1929291 -0 4.3595719 -1.78653 -0
0.74 -0.41434366 -2.2913327 -0.033791683 1.3081963 0.3827366 -0.028645833 4.5552024 -0.046606039 -0.00056648254 6.9503709 0.53014302 -0 6.6503709 -2.1949396 -0 4.3590701 -1.7902403 -0
0.745 -0.46261022 -2.2789004 -0.034837485 1.3087757 0.3246986 -0.014101728 4.543665 -0.031699465 -0.00056648254 6.9502573 0.52844092 -0 6.6502573 -2.1966466 -0 4.3585901 -1.7933912 -0
0.75 -0.50537963 -2.266309 -0.034818102 1.3111624 0.2729002 -0.024984332 4.5337813 -0.017690647 -0.00056648254 6.950092 0.52696792 -0 6.650092 -2.1981005 -0 4.3581228 -1.7961076 -0
0.755 -0.54459025 -2.253598 -0.03480183 1.3140982 0.22759463 -0.025940271 4.5253695 -0.0070207235 -0.00056648254 6.9494837 0.52535532 -0 6.6494837 -2.1994918 -0 4.357485 -1.7989951 -0
0.76 -0.58762525 -2.2397858 -0.034789493 1.3149432 0.18913719 -0.01587782 4.5180376 -0.0039853449 -0.00056648254 6.9476648 0.52291716 -0 6.6476648 -2.2011602 -0 4.3563075 -1.8031741 -0
0.765 -0.62683081 -2.2266965 -0.034781796 1.3141803 0.15859518 -0.025969601 4.5118902 -0.012778906 -0.00056648254 6.9438955 0.51899518 -0 6.6438955 -2.2034311 -0 4.3542299 -1.8097209 -0
0.77 -0.6640908 -2.2137439 -0.034778989 1.3104422 0.13504899 -0.025013662 4.5066152 -0.035577392 -0.00056648254 6.9377745 0.51322415 -0 6.6377745 -2.2064896 -0 4.3510505 -1.8192377 -0
0.775 -0.70088557 -2.2008649 -0.034780794 1.3036105 0.11768326 -0.027064586 4.5020446 -0.072223991 -0.00056648254 6.9293219 0.50560238 -0 6.6293219 -2.2103474 -0 4.3467677 -1.8317382 -0
0.78 -0.73668797 -2.1888283 -0.034786515 1.2948534 0.10554275 -0.027064586 4.498173 -0.12060699 -0.00056648254 6.9189046 0.49642671 -0 6.6189046 -2.2148734 -0 4.3415465 -1.8467517 -0
0.785 -0.77028764 -2.1777409 -0.03479522 1.2848888 0.09707084 -0.016972805 4.4948861 -0.17745635 -0.00056648254 6.9070981 0.48617262 -0 6.6070981 -2.2198517 -0 4.3356544 -1.8635156 -0
0.79 -0.80306317 -2.1671745 -0.034805912 1.2742891 0.09146929 -0.027438543 4.4920918 -0.23909753 -0.0072071075 6.8945487 0.47537548 -0 6.5945487 -2.2250378 -0 4.3293973 -1.8811666 -0
0.795 -0.8338176 -2.15729 -0.041979121 1.2637975 0.087433001 -0.025884099 4.4897435 -0.30209255 -0.0097820282 6.8818686 0.46454052 -0 6.5818686 -2.230202 -0 4.3230694 -1.8988866 -0
0.8 -0.8620804 -2.1481424 -0.041991145 1.2538713 0.084459469 -0.027505003 4.4878009 -0.36359012 -0.0083872795 6.8695711 0.45408807 -0 6.5695711 -2.2351543 -0 4.3169213 -1.9159916 -0
0.805 -0.8875029 -2.1398094 -0.042002839 1.2448205 0.081983281 -0.028645833 4.4862256 -0.42144413 -0.0083872795 6.8580416 0.44433006 -0 6.5580416 -2.2397558 -0 4.3111442 -1.9319716 -0
0.81 -0.91003242 -2.1323095 -0.042013778 1.2367875 0.079618926 -0.0071614583 4.4849741 -0.47425369 -0.0089081128 6.847535 0.43546881 -0 6.547535 -2.2439184 -0 4.3058673 -1.9464938 -0
0.815 -0.92972735 -2.1256658 -0.034862241 1.2297736 0.078115802 -0.028645833 4.4839991 -0.52126137 -0.0088643392 6.8384946 0.42760957 -0 6.5384946 -2.2475986 -0 4.3011629 -1.9593828 -0
0.82 -0.94682254 -2.1198435 -0.042032472 1.2237912 0.07633922 -0.028645833 4.4832598 -0.56217346 -0.015990194 6.8316797 0.4207795 -0 6.5316797 -2.2507883 -0 4.2970561 -1.9705913 -0
0.825 -0.96120232 -2.1148603 -0.042040065 1.2187483 0.0744063 -0.0071614583 4.4827019 -0.59718805 -0.017563756 6.8258481 0.41494818 -0 6.5258481 -2.2535057 -0 4.2935363 -1.9801661 -0
0.83 -0.97306399 -2.1106728 -0.036675424 1.2145546 0.073375045 -0.021484375 4.4822781 -0.62672954 -0.009490331 6.820937 0.41004658 -0 6.520937 -2.2557856 -0 4.2905682 -1.9882183 -0
0.835 -0.98352783 -2.107076 -0.042051915 1.2111124 0.072548442 -0.028645833 4.4819765 -0.65118271 -0.012420654 6.8168591 0.40598298 -0 6.5168591 -2.2576728 -0 4.2881008 -1.9948966 -0
0.84 -0.99113327 -2.1042604 -0.038028048 1.2083102 0.071674493 -0.028645833 4.4817498 -0.67127546 -0.0048518181 6.8135154 0.40265539 -0 6.5135154 -2.2592163 -0 4.2860758 -2.0003672 -0
0.845 -0.99735176 -2.1019538 -0.034500391 1.20603 0.070340327 -0.0071614583 4.4816072 -0.6874266 -0.019582113 6.8108046 0.39996048 -0 6.5108046 -2.2604649 -0 4.2844328 -2.0047989 -0
0.85 -1.0030685 -2.0999781 -0.041660097 1.2042204 0.069644564 -0.0071614583 4.4814936 -0.7004667 -0.019582113 6.8086291 0.39779966 -0 6.5086291 -2.2614653 -0 4.2831136 -2.008353 -0
0.855 -1.0071095 -2.0984796 -0.040055938 1.2027875 0.069097008 -0.0071614583 4.4814125 -0.71083386 -0.019582113 6.8068993 0.39608273 -0 6.5068993 -2.2622596 -0 4.2820641 -2.0111776 -0
0.86 -1.0104015 -2.0972775 -0.040054738 1.2016615 0.06867085 -0.0071614583 4.4813549 -0.71900763 -0.019582113 6.8055353 0.39472974 -0 6.5055353 -2.2628851 -0 4.2812363 -2.0134037 -0
0.865 -1.0129824 -2.0963337 -0.040053797 1.2007827 0.068337843 -0.006640625 4.4813094 -0.72543109 -0.017059167 6.8044681 0.39367159 -0 6.5044681 -2.2633741 -0 4.2805884 -2.0151449 -0
0.87 -1.0149191 -2.0956092 -0.039097124 1.2001017 0.068086839 -0.006640625 4.4812804 -0.73040054 -0.017059167 6.8036389 0.39284976 -0 6.5036389 -2.2637537 -0 4.280085 -2.0164973 -0
0.875 -1.0164691 -2.0950403 -0.039096557 1.1995771 0.06789647 -0.006640625 4.4812645 -0.73420871 -0.019582113 6.8029988 0.39221557 -0 6.5029988 -2.2640465 -0 4.2796963 -2.017541 -0
0.88 -1.0176583 -2.094603 -0.03909612 1.1991752 0.067753042 -0.006640625 4.48125 -0.73715265 -0.019582113 6.8025077 0.39172907 -0 6.5025077 -2.2642711 -0 4.279398 -2.0183417 -0
0.885 -1.0185652 -2.094269 -0.039095787 1.198869 0.067645607 -0.006640625 4.4812397 -0.73939937 -0.019582113 6.8021329 0.39135792 -0 6.5021329 -2.2644424 -0 4.2791704 -2.0189525 -0
0.89 -1.0192531 -2.0940152 -0.039095533 1.1986368 0.067565549 -0.006640625 4.4812325 -0.74110518 -0.019582113 6.8018484 0.39107622 -0 6.5018484 -2.2645724 -0 4.2789976 -2.0194162 -0
0.895 -1.0197722 -2.0938233 -0.039095341 1.1984616 0.067506165 -0.006640625 4.4812274 -0.74239409 -0.019582113 6.8016334 0.39086342 -0 6.5016334 -2.2646706 -0 4.278867 -2.0197664 -0
0.9 -1.0201622 -2.0936789 -0.039095197 1.1983299 0.067462297 -0.006640625 4.4812237 -0.74336365 -0.019582113 6.8014717 0.3907034 -0 6.5014717 -2.2647444 -0 4.2787689 -2.0200298 -0
0.905 -1.020454 -2.0935708 -0.039095089 1.1982314 0.067430011 -0.006640625 4.4812212 -0.7440899 -0.019582113 6.8013507 0.39058356 -0 6.5013507 -2.2647997 -0 4.2786953 -2.0202271 -0
0.91 -1.0206713 -2.0934901 -0.039095008 1.1981579 0.067406329 -0.006640625 4.4812194 -0.74463177 -0.019582113 6.8012603 0.39049417 -0 6.5012603 -2.2648409 -0 4.2786405 -2.0203742 -0
0.915 -1.0208327 -2.0934301 -0.039094947 1.1981033 0.067389012 -0.006640625 4.4812181 -0.74503457 -0.019582113 6.8011932 0.39042773 -0 6.5011932 -2.2648715 -0 4.2785997 -2.0204835 -0
0.92 -1.0209521 -2.0933857 -0.039094903 1.1980629 0.067376385 -0.006640625 4.4812173 -0.74533295 -0.019582113 6.8011435 0.39037853 -0 6.5011435 -2.2648942 -0 4.2785695 -2.0205645 -0
0.925 -1.0210401 -2.0933529 -0.03909487 1.1980331 0.067367201 -0.006640625 4.4812166 -0.74555324 -0.019582113 6.8011068 0.39034221 -0 6.5011068 -2.2649109 -0 4.2785472 -2.0206243 -0
0.93 -1.0211048 -2.0933287 -0.039094846 1.1980112 0.067360538 -0.006640625 4.4812162 -0.74571538 -0.019582113 6.8010798 0.39031549 -0 6.5010798 -2.2649233 -0 4.2785308 -2.0206683 -0
0.935 -1.0211522 -2.093311 -0.039094828 1.1979952 0.067355716 -0.006640625 4.4812159 -0.74583437 -0.019582113 6.8010599 0.39029588 -0 6.5010599 -2.2649323 -0 4.2785188 -2.0207006 -0
0.94 -1.0211868 -2.0932981 -0.039094815 1.1979834 0.067352232 -0.006640625 4.4812157 -0.74592144 -0.019582113 6.8010454 0.39028153 -0 6.5010454 -2.2649389 -0 4.27851 -2.0207242 -0
0.945 -1.0212121 -2.0932886 -0.039094805 1.1979748 0.067349721 -0.006640625 4.4812155 -0.74598499 -0.019582113 6.8010349 0.39027106 -0 6.5010349 -2.2649437 -0 4.2785035 -2.0207414 -0
0.95 -1.0212305 -2.0932817 -0.039094798 1.1979686 0.067347914 -0.006640625 4.4812154 -0.74603126 -0.019582113 6.8010271 0.39026344 -0 6.5010271 -2.2649473 -0 4.2784989 -2.020754 -0
0.955 -1.0212438 -2.0932767 -0.039094793 1.197964 0.067346617 -0.006640625 4.4812153 -0.74606486 -0.019582113 6.8010216 0.3902579 -0 6.5010216 -2.2649498 -0 4.2784955 -2.0207631 -0
0.96 -1.0212534 -2.0932731 -0.039094789 1.1979608 0.067345687 -0.006640625 4.4812153 -0.7460892 -0.019582113 6.8010175 0.39025389 -0 6.5010175 -2.2649517 -0 4.278493 -2.0207697 -0
0.965 -1.0212604 -2.0932705 -0.039094787 1.1979584 0.067345021 -0.006640625 4.4812153 -0.74610681 -0.019582113 6.8010146 0.39025099 -0 6.5010146 -2.264953 -0 4.2784912 -2.0207744 -0
